Employee_ID,Attrition_Probability,Attrition_Risk_Flag
25,0.14084151199846487,Low
993,0.2767701205114871,Low
682,0.26416834116801935,Low
385,0.8213208809895883,High
95,0.32609499315804263,Medium
771,0.29158696259676753,Low
452,0.20298720338773188,Low
26,0.18694438120155313,Low
114,0.3625664154697812,Medium
126,0.8131810957297166,High
61,0.43589344396474405,Medium
434,0.1896675111534465,Low
296,0.11812560968404806,Low
245,0.23675927523451745,Low
681,0.26921423728900107,Low
76,0.29191511552403665,Low
899,0.1411051429086417,Low
427,0.31893176796070183,Medium
716,0.33287848433153333,Medium
418,0.7407281694031002,High
910,0.2741763429972227,Low
390,0.3153105163203196,Medium
54,0.23559584771929135,Low
844,0.1995504317261002,Low
351,0.3629157044164706,Medium
472,0.39611270687979455,Medium
532,0.8128039796986493,High
644,0.05800117684181461,Low
404,0.3237516970926844,Medium
907,0.2679916545903952,Low
493,0.21608619595589526,Low
376,0.3037282667865095,Medium
913,0.18871726881580506,Low
511,0.28518330522885743,Low
98,0.21492622093689798,Low
286,0.28115150676367756,Low
783,0.18313628142799832,Low
740,0.235445639383167,Low
499,0.2152635393896067,Low
781,0.21230760113298175,Low
18,0.11407128302834421,Low
197,0.2236191577385547,Low
27,0.34016280789582687,Medium
729,0.22101746188316473,Low
744,0.7165649700440879,High
345,0.2563378445980224,Low
703,0.08034989563696047,Low
190,0.2792213175371603,Low
743,0.17431842153223642,Low
971,0.06897499204651782,Low
271,0.25529561723464494,Low
327,0.6078906886385403,High
807,0.24446684404807803,Low
813,0.35204922964314844,Medium
779,0.31085658552899975,Medium
796,0.7578899362716718,High
352,0.19240269227937778,Low
386,0.24066981731766077,Low
753,0.28764272508313266,Low
792,0.14435535806713085,Low
732,0.17186743853821648,Low
263,0.30392390357983384,Medium
841,0.2901546409054157,Low
169,0.22953596458560235,Low
650,0.2322305916604626,Low
563,0.3233422069806378,Medium
660,0.030711961356533906,Low
730,0.19681226064318885,Low
554,0.23774086361649005,Low
307,0.642522981053985,High
926,0.2645285471696222,Low
962,0.27187687416501205,Low
758,0.23851696471404663,Low
897,0.24325029221782923,Low
791,0.3035749247370266,Medium
642,0.10965808301465524,Low
503,0.20056822761024118,Low
309,0.3844254249003135,Medium
111,0.1745676858337312,Low
526,0.3216703382669518,Medium
870,0.24118719046518924,Low
58,0.2990185683606144,Low
651,0.29731696708040417,Low
7,0.32173309767584934,Medium
967,0.14805408970202055,Low
139,0.3474373225141212,Medium
164,0.12905578134690845,Low
359,0.33966799556884103,Medium
839,0.364836070559402,Medium
44,0.3170934690249054,Medium
616,0.09406190741660594,Low
64,0.8570057786243567,High
592,0.32139052969551996,Medium
587,0.26346194096629183,Low
39,0.1385982269337602,Low
400,0.1855288271874139,Low
787,0.1773084577535755,Low
889,0.2916259397214694,Low
984,0.21699185090567405,Low
205,0.21712772874670636,Low
421,0.19734779117665682,Low
961,0.20023423565737694,Low
863,0.2911800536435898,Low
285,0.05642910733184969,Low
453,0.22298669258323053,Low
789,0.1165652075803954,Low
497,0.27522079874882893,Low
419,0.09975013322001555,Low
473,0.04960949854305595,Low
186,0.25141232602290703,Low
969,0.17258948189802026,Low
633,0.15841917138719275,Low
857,0.08283324350799141,Low
873,0.8333135419542193,High
229,0.3251357600285354,Medium
548,0.7023093691892008,High
858,0.18559633516903443,Low
368,0.2779460302574245,Low
62,0.34557517854152225,Medium
627,0.22222691137412642,Low
597,0.2929348956217086,Low
508,0.30278265630807316,Medium
545,0.11288374476696285,Low
596,0.7658374774198492,High
748,0.3194602209824124,Medium
455,0.25420315590590736,Low
254,0.8495633508582675,High
138,0.8318178501135015,High
515,0.20234015044323558,Low
710,0.21995972696341337,Low
436,0.3204479763256807,Medium
571,0.33590977217764784,Medium
110,0.13283902233097786,Low
678,0.20262624118277334,Low
361,0.11634247737470219,Low
337,0.14091548435709636,Low
611,0.2686399603530037,Low
701,0.17533126767898774,Low
320,0.3329190691139556,Medium
614,0.2366756470537752,Low
397,0.7421410438960755,High
149,0.31639108376371844,Medium
794,0.817290092735444,High
685,0.3011974112815673,Medium
541,0.2786205866996032,Low
159,0.406720732746644,Medium
929,0.39899342185889114,Medium
570,0.081029134849356,Low
494,0.2578837159270907,Low
24,0.22830712009599866,Low
690,0.32875087551419746,Medium
129,0.3160365804991624,Medium
862,0.26584162569776226,Low
973,0.6387029604078422,High
325,0.2647045285092058,Low
903,0.3519690491983431,Medium
512,0.1455912482320983,Low
363,0.0769003029097976,Low
953,0.24177841414700904,Low
468,0.23214101723592356,Low
715,0.2496819748830201,Low
847,0.26949072279252434,Low
759,0.7518419187626715,High
831,0.3760495475841914,Medium
680,0.35435143730266533,Medium
420,0.21122545053825467,Low
527,0.7013993995058397,High
610,0.20216663393707773,Low
250,0.13015003432254402,Low
380,0.1562638717008931,Low
16,0.8356125917432314,High
160,0.11870157479109293,Low
645,0.32070244239187856,Medium
49,0.7578793105065006,High
990,0.07147086652143982,Low
412,0.3110063417092907,Medium
378,0.3585153237542323,Medium
295,0.22148226647759703,Low
568,0.09910815785307417,Low
128,0.3191332288862269,Medium
298,0.10266451566255837,Low
997,0.09769376706051777,Low
238,0.1911236708969619,Low
168,0.2211342397825188,Low
893,0.17388383202538174,Low
447,0.2609842140185179,Low
81,0.4844916519194546,Medium
876,0.3981466628605182,Medium
942,0.38187785205192487,Medium
938,0.3332235392727417,Medium
31,0.21997109587194558,Low
243,0.3138241623480813,Medium
672,0.312062443151733,Medium
741,0.07675687917028094,Low
572,0.2508833500320797,Low
776,0.18663945282706138,Low
579,0.2789100938433461,Low
706,0.30293836349467257,Medium
28,0.8820230380399809,High
578,0.31187533104570153,Medium
123,0.12824652992875313,Low
803,0.22768238696734108,Low
936,0.18743828221116907,Low
921,0.35212839978047106,Medium
724,0.3703654623261299,Medium
564,0.31055571350978434,Medium
509,0.3362135928351515,Medium
272,0.25520985166581406,Low
348,0.0474501374838777,Low
757,0.26635646322305884,Low
278,0.19469528506811473,Low
895,0.32596489351488966,Medium
908,0.573258871997823,Medium
432,0.25657284357417764,Low
692,0.3628321604916158,Medium
976,0.13257512959552623,Low
148,0.2532389959555921,Low
300,0.16423513118056696,Low
557,0.12914772824110352,Low
446,0.30741946433124634,Medium
878,0.1408625942309809,Low
458,0.2975571872514141,Low
52,0.34218835888825416,Medium
879,0.17435017408348163,Low
519,0.3082059369069609,Medium
23,0.590027456547778,Medium
319,0.1571744942811804,Low
675,0.33632503118379076,Medium
433,0.33893400300544163,Medium
210,0.3334834458687472,Medium
620,0.4122728936797633,Medium
143,0.00697068262637177,Low
51,0.23404421326545882,Low
167,0.13019655306824957,Low
667,0.30199322326592787,Medium
82,0.23681353761598067,Low
849,0.17642521392256333,Low
322,0.14296026267507272,Low
933,0.7276205433616921,High
965,0.8225326838870819,High
887,0.3536265457689955,Medium
67,0.17693168026247444,Low
335,0.2653218758358619,Low
290,0.23604751814618288,Low
340,0.2463115138559656,Low
830,0.08298427740233968,Low
284,0.6595456131936497,High
501,0.3870028741093077,Medium
665,0.7815378340147134,High
65,0.2261425465839626,Low
694,0.7543985083957179,High
265,0.19239227572367862,Low
450,0.4089281047496712,Medium
581,0.21577924652059527,Low
784,0.27128541191050287,Low
21,0.12823770786528907,Low
443,0.17844275983780866,Low
822,0.28014516213180957,Low
747,0.3097416539110783,Medium
297,0.21408461540846335,Low
500,0.6759004297503531,High
573,0.3316854371653346,Medium
262,0.07801429036807651,Low
805,0.13856469139349128,Low
866,0.3385463725526449,Medium
683,0.376731787248377,Medium
558,0.4734220772194368,Medium
612,0.2073073898707625,Low
622,0.28285545685247476,Low
529,0.41888093574441077,Medium
882,0.3253921086493118,Medium
189,0.3181461809566119,Medium
252,0.23454017254707,Low
102,0.2663112494136413,Low
946,0.28345269758886343,Low
398,0.36693586381701454,Medium
888,0.1522729074273713,Low
566,0.7596409153428388,High
668,0.26611065678567514,Low
996,0.2817181242816521,Low
772,0.1916676126570226,Low
331,0.2232826685625123,Low
599,0.42178092474998563,Medium
735,0.22769530733151047,Low
366,0.28675476432365926,Low
282,0.2018994327709224,Low
867,0.8342131713534965,High
782,0.19549834276378206,Low
814,0.2598612241912259,Low
854,0.3420678712911908,Medium
464,0.2568796202900764,Low
208,0.17167226388859397,Low
514,0.1781965595154138,Low
219,0.8096193849896096,High
240,0.3524143271379638,Medium
964,0.05179745985884012,Low
356,0.7702857956624527,High
565,0.7589760607975554,High
193,0.2560142293062692,Low
281,0.1737075150152675,Low
192,0.8660581045026273,High
408,0.3546984671525723,Medium
431,0.20603544214049047,Low
686,0.3397230120451355,Medium
133,0.2294790231664521,Low
708,0.13319524409108,Low
524,0.24036136878442665,Low
253,0.006266596829149871,Low
721,0.2911967736205376,Low
552,0.2843951031412767,Low
264,0.28733319637721816,Low
71,0.386274921592333,Medium
273,0.17590428613409909,Low
113,0.04620041870585261,Low
328,0.29847753064073773,Low
116,0.4105264030072176,Medium
324,0.22590269468324117,Low
38,0.1340860339923036,Low
868,0.2640074579731113,Low
424,0.2652971881059291,Low
906,0.24533759469449282,Low
835,0.24310390723991285,Low
948,0.131042546101128,Low
516,0.3325100327729906,Medium
531,0.10815179719065073,Low
603,0.1878916876701732,Low
755,0.2811515575266604,Low
654,0.1083457354961224,Low
279,0.3270570100397356,Medium
840,0.11956656291472391,Low
695,0.8309234400378642,High
3,0.7752580175276165,High
230,0.6497430176652235,High
504,0.13269662990095302,Low
991,0.18636201610743727,Low
869,0.39732958152946607,Medium
915,0.06388871121533927,Low
619,0.16471384258640753,Low
200,0.16444317369391726,Low
917,0.20532870826450442,Low
955,0.3814945816706914,Medium
438,0.30740684422286574,Medium
656,0.3090672539358277,Medium
66,0.35207612832583357,Medium
308,0.8128329675078926,High
41,0.304365988418758,Medium
591,0.30544443907205965,Medium
795,0.29997212348434293,Low
697,0.21137308103940222,Low
505,0.26065398392072014,Low
542,0.15252878360200073,Low
50,0.1222831807288747,Low
604,0.21374000778686422,Low
274,0.2151673845253028,Low
745,0.2971659891616975,Low
702,0.2268665966315778,Low
687,0.09869975994927224,Low
178,0.3354115391850678,Medium
301,0.10441707920390059,Low
354,0.22826466620268987,Low
203,0.20278834245695113,Low
237,0.1300254283396748,Low
150,0.26681457373932527,Low
448,0.3733129841617137,Medium
218,0.2821973429347964,Low
723,0.23164002564122588,Low
474,0.21811149698708673,Low
653,0.17546532042852517,Low
303,0.2773819050225978,Low
914,0.33088498304315495,Medium
978,0.16512738962473558,Low
717,0.1301694395141376,Low
986,0.20400870283438535,Low
389,0.36666102187926525,Medium
479,0.35293287980404,Medium
492,0.19207771605861565,Low
423,0.3286076245894174,Medium
388,0.30479893054901797,Medium
860,0.24751396528480024,Low
391,0.2663860073781583,Low
535,0.12715113624498328,Low
353,0.19977729210092018,Low
194,0.18533097831043502,Low
770,0.14034702128648907,Low
890,0.1349847734425765,Low
481,0.17435434491012258,Low
56,0.1798094610600243,Low
117,0.7710348964964658,High
97,0.09965599690007909,Low
142,0.33232236180658037,Medium
958,0.3220356926711302,Medium
918,0.24807650641718312,Low
636,0.1552598949570251,Low
598,0.2172970884692378,Low
674,0.3582384302285027,Medium
121,0.16289318814519765,Low
811,0.1957602617496057,Low
930,0.26641961068768083,Low
63,0.05882916205420306,Low
809,0.20388514741645666,Low
819,0.30273251999412226,Medium
454,0.2707777911609176,Low
780,0.2628693041854521,Low
415,0.27724834130644466,Low
4,0.36087077316077304,Medium
59,0.03266596947883294,Low
224,0.2042319077478335,Low
222,0.09158561633348547,Low
466,0.2971867072712534,Low
53,0.3320680609152328,Medium
486,0.22909487858766223,Low
709,0.25379991650229095,Low
156,0.3380316286060126,Medium
707,0.2321412000450543,Low
249,0.29257236209424214,Low
442,0.39482259959793103,Medium
904,0.2570618923341296,Low
569,0.18024251559244905,Low
925,0.40380805077400783,Medium
292,0.2186280008803384,Low
382,0.21837587361620242,Low
952,0.13581298192338628,Low
762,0.759277438280488,High
963,0.18374504941212033,Low
506,0.21452150500639985,Low
815,0.32493449634093485,Medium
861,0.23641437845097932,Low
341,0.4742372702942615,Medium
155,0.18068113712467346,Low
916,0.17086736707115313,Low
777,0.35995370733633086,Medium
838,0.20689839221479533,Low
323,0.2179470705847151,Low
643,0.37830764950149626,Medium
624,0.05352978350918944,Low
83,0.22248834940295717,Low
621,0.19157261229628203,Low
465,0.0750667403369597,Low
761,0.09769835934373432,Low
334,0.6334110942746822,High
11,0.08656541638486619,Low
471,0.1837285851098152,Low
33,0.7319984420444624,High
934,0.2978384225570673,Low
383,0.2408382819650583,Low
726,0.5575308456171577,Medium
631,0.27032197374129197,Low
959,0.21985083620302848,Low
968,0.3350924079330505,Medium
379,0.07594982702397673,Low
90,0.17712885303963227,Low
214,0.3631340342365152,Medium
987,0.29662742593284697,Low
134,0.2998907583913358,Low
347,0.7193747103072159,High
8,0.16138972194515766,Low
658,0.2780808512377235,Low
321,0.3449894036069311,Medium
832,0.3991458641181526,Medium
188,0.17237907008121417,Low
553,0.2515006999732744,Low
305,0.46591941796823444,Medium
32,0.2373303432603736,Low
652,0.1562083248290259,Low
241,0.2560791162011241,Low
880,0.2641901913825036,Low
175,0.2728366819428199,Low
246,0.735404897514182,High
57,0.255062843081897,Low
799,0.20807582592293636,Low
146,0.22761719072696293,Low
91,0.06181763227181699,Low
393,0.3803217999965492,Medium
311,0.12249452158066854,Low
360,0.11064884318921418,Low
94,0.08331797648486879,Low
738,0.15245264795469055,Low
377,0.38876164226546617,Medium
244,0.21399185943328206,Low
875,0.16568007082227146,Low
88,0.18485639917653995,Low
215,0.27056768758879846,Low
445,0.18773858889209855,Low
174,0.3217778645357302,Medium
426,0.061428309317383856,Low
823,0.14074508456893614,Low
119,0.254830426977811,Low
120,0.37517872928987206,Medium
677,0.27973992934288117,Low
1,0.16054194580165154,Low
395,0.17501975066522737,Low
402,0.11023387799745347,Low
405,0.22410350633386283,Low
657,0.12791697626524548,Low
664,0.1909044995265371,Low
163,0.11077907040952883,Low
115,0.40761272307135477,Medium
151,0.09776106331586534,Low
626,0.06669416343538453,Low
628,0.20303040307794967,Low
774,0.25544088658918035,Low
544,0.36794068019525933,Medium
478,0.7765436189907227,High
533,0.17805014966473334,Low
513,0.30322789319336835,Medium
259,0.03544188386951109,Low
625,0.14698695597699996,Low
898,0.2591734089739552,Low
136,0.15422237192755725,Low
617,0.12913991678618894,Low
982,0.21888699429605854,Low
704,0.16674748236569836,Low
593,0.2595361673850595,Low
846,0.15998944422109249,Low
502,0.3033038421016531,Medium
539,0.23118498218563627,Low
713,0.19435119893922692,Low
582,0.2277018200418206,Low
344,0.2654691450573318,Low
752,0.3324200697426361,Medium
663,0.16864508000511055,Low
294,0.652471500911415,High
365,0.20658672100220693,Low
669,0.3254114135241675,Medium
15,0.16310751614649072,Low
87,0.08361438424640896,Low
371,0.3186549573201208,Medium
166,0.2948240694121645,Low
935,0.2276237719739135,Low
336,0.6606395081702777,High
60,0.16591566273403646,Low
355,0.22690823325147955,Low
425,0.21248384114986862,Low
293,0.14335939883094315,Low
42,0.1574818210394353,Low
330,0.25339660345748743,Low
615,0.4046615686137165,Medium
430,0.6065143488858229,High
80,0.04326897487173237,Low
255,0.7699390225470891,High
797,0.752704089021595,High
459,0.253504715396895,Low
384,0.28768323539239626,Low
314,0.3199896684806506,Medium
85,0.3779616984581097,Medium
575,0.22465501427742943,Low
137,0.3847196413428594,Medium
112,0.39936160949500127,Medium
195,0.19239851628434537,Low
179,0.34861306299663736,Medium
939,0.4124680348237381,Medium
130,0.23073881741360652,Low
338,0.3374002633536573,Medium
609,0.27177567155249127,Low
125,0.06158210350802588,Low
105,0.04193331211977283,Low
227,0.26220386233603227,Low
269,0.7044357939626092,High
153,0.8956560428010223,High
585,0.2781162424844166,Low
104,0.03769660319259547,Low
594,0.23695503365855217,Low
977,0.2957988467570096,Low
228,0.2317088812561004,Low
937,0.3252466939426057,Medium
302,0.19046191874074528,Low
276,0.8352829549004297,High
127,0.3220992273538189,Medium
406,0.276610869358221,Low
943,0.15132083040059846,Low
37,0.15965914680730683,Low
140,0.29195799479136664,Low
304,0.24014175190083425,Low
268,0.16290125959076282,Low
534,0.8728863280811794,High
546,0.20885131752527755,Low
213,0.2670528120849294,Low
469,0.3067329071404966,Medium
199,0.18615965177940497,Low
673,0.31217718361028446,Medium
528,0.23448964235959616,Low
676,0.10687403184322022,Low
975,0.2452877442799732,Low
242,0.039958050483869446,Low
343,0.12675464146850732,Low
550,0.2506067440764209,Low
387,0.2777001769481345,Low
911,0.16367879706062974,Low
207,0.3627318105758021,Medium
696,0.2058910011252723,Low
818,0.160728008871752,Low
74,0.2504687766451594,Low
793,0.3290336220993384,Medium
734,0.16447032410774967,Low
756,0.8758717045890523,High
17,0.024156530791878992,Low
440,0.1906912904358636,Low
92,0.8808364256195028,High
89,0.10622191915240263,Low
451,0.8372675142292058,High
718,0.43251919515293064,Medium
103,0.083789893727719,Low
239,0.34092997535126396,Medium
769,0.3248788341955864,Medium
247,0.0608540225346882,Low
821,0.247021975650861,Low
158,0.3104204597071157,Medium
480,0.29981577941675924,Low
646,0.4514061763261591,Medium
974,0.8062901900622115,High
872,0.27663534496789727,Low
19,0.3081274362888554,Medium
751,0.28026333052168123,Low
122,0.2735484526286095,Low
886,0.18721986668985596,Low
275,0.336307510857217,Medium
951,0.1720717127319901,Low
312,0.34046594109137734,Medium
806,0.2361402397498581,Low
902,0.4005735119155842,Medium
547,0.4360584098645272,Medium
182,0.22380976708753872,Low
185,0.2080590842622756,Low
407,0.8668822953603678,High
720,0.7743663403329131,High
607,0.3130240689540001,Medium
693,0.19277333289218446,Low
521,0.7959387023375948,High
381,0.7487931286644348,High
411,0.26963268109301963,Low
635,0.25221286071617505,Low
370,0.23745962265152384,Low
859,0.18608051625845917,Low
883,0.27736965068072367,Low
801,0.09915925787898397,Low
79,0.33859003667899534,Medium
574,0.3317425843115004,Medium
638,0.13827830408417652,Low
608,0.1642470212985322,Low
843,0.23394128964861227,Low
69,0.049213615301373116,Low
881,0.225457225582764,Low
980,0.3848638050871365,Medium
417,0.2894025749040258,Low
790,0.15478419968019602,Low
562,0.3460798415843062,Medium
68,0.13566743653504526,Low
537,0.8809210640284597,High
78,0.3325614651101251,Medium
106,0.35976690163093084,Medium
829,0.20121467779663144,Low
639,0.216315450994245,Low
560,0.29399444390112295,Low
808,0.11729500824848786,Low
691,0.3707956003073303,Medium
641,0.7633029110460818,High
995,0.5430181886794953,Medium
922,0.8517772191271457,High
736,0.19075552888601377,Low
826,0.2561614381871189,Low
491,0.12666728687849235,Low
894,0.1766960577313816,Low
606,0.40728416365924325,Medium
364,0.2504880699401735,Low
70,0.33139960177430167,Medium
549,0.823185154889161,High
161,0.6949131749980626,High
12,0.31279660277519666,Medium
145,0.25459460404686407,Low
518,0.2042532895249319,Low
428,0.04836508921531598,Low
640,0.8817253186113431,High
177,0.23443063611164155,Low
441,0.08481915967859013,Low
522,0.7567090191075785,High
923,0.2454526493917279,Low
999,0.30747814173915394,Medium
689,0.09700211479518113,Low
211,0.2668177659167441,Low
144,0.28424206800192564,Low
754,0.2843649209447684,Low
520,0.16218404042046766,Low
349,0.7757999687463738,High
299,0.02288809504985759,Low
767,0.2158765046662985,Low
429,0.31876211675174504,Medium
613,0.4210347430237704,Medium
985,0.41423044624619354,Medium
994,0.8618996471099458,High
9,0.35317518620553523,Medium
157,0.36001183632399675,Medium
540,0.8594718776968747,High
507,0.21944945493647017,Low
437,0.30171283019357725,Medium
267,0.17773446553121883,Low
827,0.29200948580050773,Low
462,0.20920050597941547,Low
577,0.24679962674294761,Low
339,0.18398559075270507,Low
256,0.14051448394631713,Low
853,0.2904649083192852,Low
901,0.23036276844479256,Low
666,0.23873750667142382,Low
561,0.38414076869950536,Medium
209,0.36022531592900753,Medium
288,0.16434471475001755,Low
2,0.27443257452084285,Low
342,0.08604346988323949,Low
270,0.3718025660807668,Medium
266,0.12712181960996016,Low
864,0.17445362767163486,Low
871,0.38660876344096673,Medium
727,0.21712335228091273,Low
43,0.3299638143916534,Medium
399,0.46151094010472093,Medium
884,0.12914880098441908,Low
629,0.2836276000227,Low
46,0.2896610482358803,Low
162,0.3511715728337731,Medium
728,0.28969748452392424,Low
630,0.3567716623640253,Medium
289,0.18006846627645917,Low
590,0.49710579254697546,Medium
970,0.24892593295688717,Low
576,0.16255766905262278,Low
851,0.2471302026236592,Low
316,0.10396447639848641,Low
944,0.16780761166619415,Low
231,0.31113290741311783,Medium
810,0.36275614755221586,Medium
877,0.7352172509420314,High
712,0.25938919338519434,Low
77,0.3005318523878682,Medium
634,0.2314092489517003,Low
248,0.25797309919722,Low
820,0.455219723223792,Medium
825,0.18204975885636157,Low
477,0.4026718206272521,Medium
671,0.11366084698764739,Low
86,0.25034459324455655,Low
470,0.267175981020155,Low
226,0.4059787765014904,Medium
775,0.38960411112357035,Medium
332,0.27810220943722375,Low
234,0.3597022169118948,Medium
589,0.2645945182642946,Low
476,0.2939373987185913,Low
346,0.37929371486268015,Medium
983,0.21528189795383537,Low
600,0.21640650641064454,Low
422,0.1341572205905868,Low
688,0.07706888321521711,Low
183,0.7940516952400635,High
618,0.23567484661736565,Low
333,0.1800061337407513,Low
439,0.32465922353512294,Medium
931,0.3773127460668186,Medium
6,0.29121730432076004,Low
530,0.7857155215308398,High
235,0.2895087372760531,Low
487,0.3811597930387118,Medium
960,0.06729354408161793,Low
498,0.14534132913153852,Low
885,0.07330430826211591,Low
954,0.8621545873566617,High
107,0.22657579310873532,Low
444,0.2401248936090663,Low
489,0.2739392201638766,Low
647,0.25103132743084006,Low
13,0.24535657178664838,Low
739,0.1894198374600502,Low
191,0.1387980480270351,Low
833,0.23724053565293318,Low
283,0.4026397239790735,Medium
30,0.06581962078481,Low
170,0.08921503074565415,Low
181,0.2836466556438566,Low
101,0.2764741120078491,Low
198,0.1800670223113558,Low
496,0.3225546859210087,Medium
722,0.19495121202925103,Low
648,0.3113069934517917,Medium
45,0.28478111815173124,Low
992,0.1083136686748882,Low
711,0.4467060024166435,Medium
374,0.8625540915248349,High
679,0.2705390727247831,Low
940,0.3038212473605106,Medium
649,0.17106417787061318,Low
798,0.8501764989206035,High
848,0.3299189034309827,Medium
461,0.21734489580939087,Low
909,0.31210851443501647,Medium
414,0.8276137942224663,High
132,0.34706692825266766,Medium
40,0.21181646485715494,Low
435,0.36555559433825424,Medium
216,0.25028097033088376,Low
556,0.3702964652004351,Medium
567,0.2997172265418789,Low
763,0.26478309307424897,Low
475,0.8219392745327329,High
457,0.3706005276659357,Medium
812,0.2153072458226272,Low
261,0.0982027088389915,Low
817,0.2995268587031625,Low
36,0.43138143554635033,Medium
828,0.46188769516205996,Medium
912,0.351937087140139,Medium
310,0.137026356469992,Low
277,0.2927909403668964,Low
637,0.17211502129936654,Low
655,0.21260936227520194,Low
623,0.2763991990159243,Low
836,0.15123384669689763,Low
845,0.2649706389769383,Low
394,0.23395998564248335,Low
108,0.17064589066546676,Low
525,0.23629544246720652,Low
785,0.2843295898467616,Low
204,0.17580486603983522,Low
988,0.2516859339810073,Low
632,0.1919311116940258,Low
22,0.3095097979345846,Medium
403,0.1684747903433448,Low
947,0.460769305238788,Medium
84,0.2515276244987889,Low
131,0.2637837604696049,Low
896,0.282526549127948,Low
842,0.3051944177948944,Medium
742,0.11800557014158615,Low
698,0.33306494155319627,Medium
287,0.16825085988127525,Low
124,0.05050156672113671,Low
34,0.20073019456406346,Low
788,0.1792957896689218,Low
517,0.13622010120001576,Low
924,0.18878871854711185,Low
20,0.1400851525057369,Low
220,0.2968341739507574,Low
892,0.14008693679113488,Low
580,0.1136492245547843,Low
482,0.1944487342045163,Low
932,0.23965148264708275,Low
357,0.2723061286156797,Low
662,0.32797081499440106,Medium
225,0.11653491309596539,Low
760,0.10897287877835636,Low
93,0.11726396272224968,Low
152,0.19974514271268728,Low
318,0.13100978972400995,Low
449,0.15415036309155722,Low
804,0.3606681079219037,Medium
746,0.2852894305086201,Low
523,0.21065890101959647,Low
280,0.3219517319082044,Medium
584,0.24232752917842965,Low
765,0.8496446568283564,High
605,0.8556412655817739,High
350,0.2088341897457344,Low
928,0.33301189228410477,Medium
375,0.22676887286355243,Low
401,0.7804942881791602,High
705,0.23739064847367447,Low
258,0.41010586536802585,Medium
945,0.0914903450461333,Low
852,0.7727128562569913,High
73,0.20634245643943655,Low
196,0.31594200957044366,Medium
484,0.3306775130148166,Medium
856,0.2693674250363945,Low
495,0.24747955043439154,Low
773,0.23027576183377033,Low
463,0.23893431484407693,Low
202,0.047811311953311536,Low
313,0.19153342119788996,Low
291,0.2490245658308555,Low
764,0.14147019902309366,Low
950,0.2935278114054477,Low
184,0.10023074601495295,Low
251,0.822195988108191,High
941,0.2884355261695952,Low
392,0.33623143535516403,Medium
905,0.40606407556320134,Medium
731,0.4107509236493649,Medium
555,0.24326282688281792,Low
367,0.8639094811534153,High
536,0.08964776932292275,Low
920,0.11460045372390382,Low
212,0.15181996562862124,Low
538,0.2010176640834828,Low
