Employee_ID,Education_Level,Age,Years_At_Company,Monthly_Income,Performance_Score,Join_Date,Attrition,Department_Finance,Department_HR,Department_Marketing,Department_Sales,Job_Role_Accountant,Job_Role_Content Specialist,Job_Role_Finance Manager,Job_Role_Financial Analyst,Job_Role_HR Manager,Job_Role_HR Specialist,Job_Role_Marketing Analyst,Job_Role_Marketing Manager,Job_Role_QA Engineer,Job_Role_Recruiter,Job_Role_Sales Executive,Job_Role_Sales Manager,Job_Role_Senior Engineer,Job_Role_Software Engineer
26,3,34,1,3541.41,77.0,2023-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
114,3,45,1,5817.87,95.0,2022-06-26,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
126,4,28,0,6601.62,65.0,2024-01-12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,2,56,0,2881.73,61.0,2024-12-02,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
434,3,28,3,4855.43,79.0,2021-11-25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
296,3,29,5,7022.31,70.0,2019-05-10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
245,2,41,0,3712.1459999999997,100.0,2024-03-20,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
681,4,52,4,8960.84,90.0,2020-06-26,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
76,2,21,2,4903.51,87.0,2022-07-03,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
899,2,25,6,2901.76,73.0,2023-08-25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
427,1,25,3,5100.42,97.0,2021-10-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
716,1,30,2,3888.19,67.0,2022-12-27,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
418,2,32,5,6136.66,88.0,2019-09-23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,2,44,2,3936.0300000000007,64.0,2022-02-15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
390,3,33,0,4200.99,64.0,2024-02-25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
54,3,26,3,5569.77,75.0,2021-10-23,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
844,2,21,5,5051.16,66.0,2019-10-21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
351,2,25,0,3603.9299999999994,80.0,2024-08-09,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
472,2,44,1,4143.85,67.0,2023-04-02,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
532,4,52,2,7035.25,75.0,2022-08-09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,1,36,16,6919.47,74.0,2008-06-14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
404,3,27,0,4935.97,51.0,2024-02-22,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
907,1,21,0,3354.65,73.0,2024-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
493,2,39,4,4749.94,60.0,2020-06-04,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
376,2,23,1,3106.69,69.0,2024-12-15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
913,2,21,4,4226.73,77.0,2020-09-04,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
511,4,31,0,5156.98,67.0,2024-03-03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
98,2,30,2,3410.34,63.0,2022-10-18,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
286,2,29,0,3085.05,54.0,2024-04-27,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
783,3,30,4,4728.2,83.0,2024-04-25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
740,3,37,1,4004.0280000000002,71.0,2023-08-12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
499,1,25,6,4743.11,80.0,2018-10-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
781,2,21,2,4145.89,75.0,2022-06-19,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18,2,34,7,5312.33,84.0,2017-04-11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
197,2,25,2,4804.95,69.0,2022-06-12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,1,51,5,4654.12,72.0,2019-01-24,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
729,3,30,2,4036.99,63.0,2022-08-27,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
744,4,33,3,5132.78,39.0,2024-10-16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,2,39,0,2448.96,87.0,2024-04-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
703,3,35,6,4741.72,65.0,2018-04-06,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
190,3,36,2,5909.95,95.0,2020-05-03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
743,2,44,3,3017.63,73.8,2021-01-26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
971,3,26,11,6364.49,71.0,2013-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
271,1,39,4,4892.35,76.0,2020-11-13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
327,4,49,9,9252.24,52.0,2015-07-11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,3,28,0,5213.31,81.0,2024-02-13,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
813,1,36,1,3350.23,48.0,2023-10-25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
779,2,31,0,2858.12,88.0,2024-02-08,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
796,3,40,4,6735.44,84.0,2020-02-14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,1,33,7,4546.1,46.0,2017-08-09,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
386,2,26,1,3938.5300000000007,51.0,2023-11-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
753,2,42,0,4283.25,79.0,2024-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
792,1,30,6,4985.44,93.0,2018-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
732,3,32,6,6008.74,61.0,2018-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
263,2,37,0,3775.87,76.0,2024-02-26,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
841,1,33,0,2756.01,75.0,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
169,2,50,4,5670.02,64.0,2020-01-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
650,2,32,5,5979.48,53.0,2019-08-09,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
563,2,44,0,4205.86,92.0,2024-02-16,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
660,2,35,16,7428.22,73.0,2008-07-27,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
730,3,26,1,4293.99,71.0,2023-04-13,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
554,2,36,5,4584.35,64.0,2019-09-07,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
307,3,33,6,5149.56,59.0,2018-12-23,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,2,38,4,4488.74,74.0,2020-04-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
962,2,30,1,4966.99,53.0,2023-05-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
758,2,31,4,4593.37,85.0,2020-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
897,2,21,0,4477.65,61.0,2024-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
791,2,52,4,7384.53,66.0,2014-08-02,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
642,2,28,7,6092.238,72.0,2017-04-26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,3,30,4,4860.54,69.0,2020-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
309,2,31,0,4045.58,92.0,2024-12-06,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
111,3,29,4,5114.43,68.0,2024-12-20,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
526,2,30,0,4613.56,66.0,2024-01-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
870,3,37,0,3732.7120000000004,95.0,2024-08-09,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
58,4,42,1,5640.02,66.0,2023-08-23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
651,2,32,2,3548.07,76.0,2022-01-02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,3,41,0,5343.6,61.0,2024-08-12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
967,2,38,6,5226.84,47.0,2018-04-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
139,2,37,1,4781.47,74.0,2023-05-01,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
164,2,28,5,4399.43,74.0,2019-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
359,2,33,0,3986.88,48.0,2024-01-17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
839,1,38,0,3077.86,82.0,2024-11-11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
44,1,23,2,2704.85,80.0,2022-03-06,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
616,2,33,8,7094.9,85.0,2016-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64,2,37,1,5088.4,81.0,2023-08-14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,2,35,1,4195.57,80.0,2023-06-25,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
587,3,29,2,6011.45,67.0,2022-07-16,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,1,43,11,5338.26,63.0,2013-06-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
400,1,40,5,5263.684,81.0,2019-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
787,2,24,3,4064.3639999999996,70.0,2021-11-18,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
889,3,55,4,5430.78,62.0,2020-10-08,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
984,2,33,3,5403.57,57.0,2021-07-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
205,3,38,3,6313.86,61.0,2021-05-21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
421,2,31,4,5376.78,67.0,2020-11-21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
961,1,41,3,2981.51,67.0,2021-01-06,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
863,3,41,2,4123.68,68.0,2022-03-04,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
285,1,40,13,4143.54,74.0,2011-02-13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
453,4,39,0,4858.684,65.0,2024-01-18,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
789,1,33,10,5458.09,91.0,2014-09-06,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
497,1,32,3,4181.01,51.0,2021-01-26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
419,3,24,4,4836.05,60.0,2020-04-21,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
473,2,36,16,8149.43,85.0,2008-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
186,2,36,3,5773.67,74.0,2021-05-03,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
969,2,39,4,5032.3,65.0,2020-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
633,4,24,0,5383.96,82.0,2024-04-04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
857,4,33,7,7391.16,90.0,2023-08-20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
873,3,50,2,6077.39,81.0,2022-04-15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,2,44,0,4159.57,68.0,2024-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
548,2,38,6,5109.09,84.0,2018-10-27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,3,22,1,4892.75,87.0,2023-10-15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
368,2,24,2,3762.47,67.0,2022-02-04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62,1,30,0,4075.45,64.0,2024-01-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
627,2,30,2,3516.45,55.0,2022-02-07,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
597,2,40,3,4398.56,80.0,2021-05-20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
508,1,28,0,2870.52,73.0,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
545,1,42,8,5236.43,93.0,2016-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
596,3,21,1,4674.84,86.0,2023-12-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,2,53,3,6276.68,60.0,2021-10-22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
455,1,30,2,3422.45,62.0,2022-05-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
254,2,30,0,4038.49,88.0,2024-10-22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,2,37,1,3996.37,100.0,2023-03-07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,3,33,2,5358.85,86.0,2022-03-12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
710,3,26,2,6275.68,57.0,2022-05-03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
436,1,27,1,3741.84,60.0,2023-12-22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
571,1,39,1,3279.81,76.0,2023-06-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
110,4,36,2,5586.4,91.0,2022-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
678,2,36,2,4568.84,86.0,2022-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
361,3,30,3,4103.02,67.0,2021-10-26,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
337,1,24,8,3413.12,75.0,2016-10-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
611,2,39,0,3465.32,69.0,2024-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
