Employee_ID,Segment_ID,Segment_Label
493,0,"New Joiners — Lower tenure, lower income"
376,0,"New Joiners — Lower tenure, lower income"
913,0,"New Joiners — Lower tenure, lower income"
511,0,"New Joiners — Lower tenure, lower income"
98,0,"New Joiners — Lower tenure, lower income"
286,0,"New Joiners — Lower tenure, lower income"
783,0,"New Joiners — Lower tenure, lower income"
740,0,"New Joiners — Lower tenure, lower income"
499,1,"Tenured Employees — Higher tenure, higher income"
781,0,"New Joiners — Lower tenure, lower income"
18,1,"Tenured Employees — Higher tenure, higher income"
197,0,"New Joiners — Lower tenure, lower income"
27,0,"New Joiners — Lower tenure, lower income"
729,0,"New Joiners — Lower tenure, lower income"
744,0,"New Joiners — Lower tenure, lower income"
345,0,"New Joiners — Lower tenure, lower income"
703,0,"New Joiners — Lower tenure, lower income"
190,0,"New Joiners — Lower tenure, lower income"
743,0,"New Joiners — Lower tenure, lower income"
971,1,"Tenured Employees — Higher tenure, higher income"
271,0,"New Joiners — Lower tenure, lower income"
327,1,"Tenured Employees — Higher tenure, higher income"
807,0,"New Joiners — Lower tenure, lower income"
813,0,"New Joiners — Lower tenure, lower income"
779,0,"New Joiners — Lower tenure, lower income"
796,1,"Tenured Employees — Higher tenure, higher income"
352,0,"New Joiners — Lower tenure, lower income"
386,0,"New Joiners — Lower tenure, lower income"
753,0,"New Joiners — Lower tenure, lower income"
792,1,"Tenured Employees — Higher tenure, higher income"
732,1,"Tenured Employees — Higher tenure, higher income"
263,0,"New Joiners — Lower tenure, lower income"
841,0,"New Joiners — Lower tenure, lower income"
169,1,"Tenured Employees — Higher tenure, higher income"
650,1,"Tenured Employees — Higher tenure, higher income"
563,0,"New Joiners — Lower tenure, lower income"
660,1,"Tenured Employees — Higher tenure, higher income"
730,0,"New Joiners — Lower tenure, lower income"
554,0,"New Joiners — Lower tenure, lower income"
307,1,"Tenured Employees — Higher tenure, higher income"
926,0,"New Joiners — Lower tenure, lower income"
962,0,"New Joiners — Lower tenure, lower income"
758,0,"New Joiners — Lower tenure, lower income"
897,0,"New Joiners — Lower tenure, lower income"
791,1,"Tenured Employees — Higher tenure, higher income"
642,1,"Tenured Employees — Higher tenure, higher income"
503,0,"New Joiners — Lower tenure, lower income"
309,0,"New Joiners — Lower tenure, lower income"
111,0,"New Joiners — Lower tenure, lower income"
526,0,"New Joiners — Lower tenure, lower income"
870,0,"New Joiners — Lower tenure, lower income"
58,0,"New Joiners — Lower tenure, lower income"
651,0,"New Joiners — Lower tenure, lower income"
7,0,"New Joiners — Lower tenure, lower income"
967,1,"Tenured Employees — Higher tenure, higher income"
139,0,"New Joiners — Lower tenure, lower income"
164,0,"New Joiners — Lower tenure, lower income"
359,0,"New Joiners — Lower tenure, lower income"
839,0,"New Joiners — Lower tenure, lower income"
44,0,"New Joiners — Lower tenure, lower income"
616,1,"Tenured Employees — Higher tenure, higher income"
64,0,"New Joiners — Lower tenure, lower income"
592,0,"New Joiners — Lower tenure, lower income"
587,0,"New Joiners — Lower tenure, lower income"
39,1,"Tenured Employees — Higher tenure, higher income"
400,1,"Tenured Employees — Higher tenure, higher income"
787,0,"New Joiners — Lower tenure, lower income"
889,0,"New Joiners — Lower tenure, lower income"
984,0,"New Joiners — Lower tenure, lower income"
205,1,"Tenured Employees — Higher tenure, higher income"
421,0,"New Joiners — Lower tenure, lower income"
961,0,"New Joiners — Lower tenure, lower income"
863,0,"New Joiners — Lower tenure, lower income"
285,1,"Tenured Employees — Higher tenure, higher income"
453,0,"New Joiners — Lower tenure, lower income"
789,1,"Tenured Employees — Higher tenure, higher income"
497,0,"New Joiners — Lower tenure, lower income"
419,0,"New Joiners — Lower tenure, lower income"
473,1,"Tenured Employees — Higher tenure, higher income"
186,0,"New Joiners — Lower tenure, lower income"
969,0,"New Joiners — Lower tenure, lower income"
633,0,"New Joiners — Lower tenure, lower income"
857,1,"Tenured Employees — Higher tenure, higher income"
873,0,"New Joiners — Lower tenure, lower income"
229,0,"New Joiners — Lower tenure, lower income"
548,1,"Tenured Employees — Higher tenure, higher income"
858,0,"New Joiners — Lower tenure, lower income"
368,0,"New Joiners — Lower tenure, lower income"
62,0,"New Joiners — Lower tenure, lower income"
627,0,"New Joiners — Lower tenure, lower income"
597,0,"New Joiners — Lower tenure, lower income"
508,0,"New Joiners — Lower tenure, lower income"
545,1,"Tenured Employees — Higher tenure, higher income"
596,0,"New Joiners — Lower tenure, lower income"
748,1,"Tenured Employees — Higher tenure, higher income"
455,0,"New Joiners — Lower tenure, lower income"
254,0,"New Joiners — Lower tenure, lower income"
138,0,"New Joiners — Lower tenure, lower income"
515,0,"New Joiners — Lower tenure, lower income"
710,0,"New Joiners — Lower tenure, lower income"
436,0,"New Joiners — Lower tenure, lower income"
571,0,"New Joiners — Lower tenure, lower income"
110,0,"New Joiners — Lower tenure, lower income"
678,0,"New Joiners — Lower tenure, lower income"
361,0,"New Joiners — Lower tenure, lower income"
337,0,"New Joiners — Lower tenure, lower income"
611,0,"New Joiners — Lower tenure, lower income"
701,0,"New Joiners — Lower tenure, lower income"
320,0,"New Joiners — Lower tenure, lower income"
614,0,"New Joiners — Lower tenure, lower income"
397,1,"Tenured Employees — Higher tenure, higher income"
149,0,"New Joiners — Lower tenure, lower income"
794,0,"New Joiners — Lower tenure, lower income"
685,0,"New Joiners — Lower tenure, lower income"
541,0,"New Joiners — Lower tenure, lower income"
159,1,"Tenured Employees — Higher tenure, higher income"
929,0,"New Joiners — Lower tenure, lower income"
570,1,"Tenured Employees — Higher tenure, higher income"
494,0,"New Joiners — Lower tenure, lower income"
24,0,"New Joiners — Lower tenure, lower income"
690,0,"New Joiners — Lower tenure, lower income"
129,0,"New Joiners — Lower tenure, lower income"
862,0,"New Joiners — Lower tenure, lower income"
973,1,"Tenured Employees — Higher tenure, higher income"
325,0,"New Joiners — Lower tenure, lower income"
903,0,"New Joiners — Lower tenure, lower income"
512,0,"New Joiners — Lower tenure, lower income"
363,1,"Tenured Employees — Higher tenure, higher income"
953,0,"New Joiners — Lower tenure, lower income"
468,0,"New Joiners — Lower tenure, lower income"
715,0,"New Joiners — Lower tenure, lower income"
847,1,"Tenured Employees — Higher tenure, higher income"
759,0,"New Joiners — Lower tenure, lower income"
831,0,"New Joiners — Lower tenure, lower income"
680,0,"New Joiners — Lower tenure, lower income"
420,1,"Tenured Employees — Higher tenure, higher income"
527,1,"Tenured Employees — Higher tenure, higher income"
610,0,"New Joiners — Lower tenure, lower income"
250,1,"Tenured Employees — Higher tenure, higher income"
380,0,"New Joiners — Lower tenure, lower income"
16,0,"New Joiners — Lower tenure, lower income"
160,0,"New Joiners — Lower tenure, lower income"
645,0,"New Joiners — Lower tenure, lower income"
49,0,"New Joiners — Lower tenure, lower income"
990,1,"Tenured Employees — Higher tenure, higher income"
412,0,"New Joiners — Lower tenure, lower income"
378,1,"Tenured Employees — Higher tenure, higher income"
295,0,"New Joiners — Lower tenure, lower income"
568,1,"Tenured Employees — Higher tenure, higher income"
128,0,"New Joiners — Lower tenure, lower income"
298,1,"Tenured Employees — Higher tenure, higher income"
997,1,"Tenured Employees — Higher tenure, higher income"
238,0,"New Joiners — Lower tenure, lower income"
168,1,"Tenured Employees — Higher tenure, higher income"
893,0,"New Joiners — Lower tenure, lower income"
447,0,"New Joiners — Lower tenure, lower income"
81,0,"New Joiners — Lower tenure, lower income"
876,0,"New Joiners — Lower tenure, lower income"
942,0,"New Joiners — Lower tenure, lower income"
938,0,"New Joiners — Lower tenure, lower income"
31,0,"New Joiners — Lower tenure, lower income"
243,1,"Tenured Employees — Higher tenure, higher income"
672,0,"New Joiners — Lower tenure, lower income"
741,1,"Tenured Employees — Higher tenure, higher income"
572,1,"Tenured Employees — Higher tenure, higher income"
776,0,"New Joiners — Lower tenure, lower income"
579,0,"New Joiners — Lower tenure, lower income"
706,1,"Tenured Employees — Higher tenure, higher income"
28,0,"New Joiners — Lower tenure, lower income"
578,0,"New Joiners — Lower tenure, lower income"
123,1,"Tenured Employees — Higher tenure, higher income"
803,0,"New Joiners — Lower tenure, lower income"
936,0,"New Joiners — Lower tenure, lower income"
921,0,"New Joiners — Lower tenure, lower income"
724,0,"New Joiners — Lower tenure, lower income"
564,0,"New Joiners — Lower tenure, lower income"
509,0,"New Joiners — Lower tenure, lower income"
272,0,"New Joiners — Lower tenure, lower income"
348,1,"Tenured Employees — Higher tenure, higher income"
757,0,"New Joiners — Lower tenure, lower income"
278,0,"New Joiners — Lower tenure, lower income"
895,0,"New Joiners — Lower tenure, lower income"
908,1,"Tenured Employees — Higher tenure, higher income"
432,0,"New Joiners — Lower tenure, lower income"
692,0,"New Joiners — Lower tenure, lower income"
976,1,"Tenured Employees — Higher tenure, higher income"
148,0,"New Joiners — Lower tenure, lower income"
300,1,"Tenured Employees — Higher tenure, higher income"
557,1,"Tenured Employees — Higher tenure, higher income"
446,0,"New Joiners — Lower tenure, lower income"
878,0,"New Joiners — Lower tenure, lower income"
458,0,"New Joiners — Lower tenure, lower income"
52,0,"New Joiners — Lower tenure, lower income"
879,1,"Tenured Employees — Higher tenure, higher income"
519,0,"New Joiners — Lower tenure, lower income"
23,0,"New Joiners — Lower tenure, lower income"
319,0,"New Joiners — Lower tenure, lower income"
675,0,"New Joiners — Lower tenure, lower income"
433,0,"New Joiners — Lower tenure, lower income"
210,0,"New Joiners — Lower tenure, lower income"
620,0,"New Joiners — Lower tenure, lower income"
143,1,"Tenured Employees — Higher tenure, higher income"
51,0,"New Joiners — Lower tenure, lower income"
167,1,"Tenured Employees — Higher tenure, higher income"
667,0,"New Joiners — Lower tenure, lower income"
82,0,"New Joiners — Lower tenure, lower income"
849,0,"New Joiners — Lower tenure, lower income"
322,0,"New Joiners — Lower tenure, lower income"
933,0,"New Joiners — Lower tenure, lower income"
965,0,"New Joiners — Lower tenure, lower income"
887,0,"New Joiners — Lower tenure, lower income"
67,1,"Tenured Employees — Higher tenure, higher income"
335,0,"New Joiners — Lower tenure, lower income"
290,0,"New Joiners — Lower tenure, lower income"
340,0,"New Joiners — Lower tenure, lower income"
830,1,"Tenured Employees — Higher tenure, higher income"
284,1,"Tenured Employees — Higher tenure, higher income"
501,0,"New Joiners — Lower tenure, lower income"
665,1,"Tenured Employees — Higher tenure, higher income"
65,0,"New Joiners — Lower tenure, lower income"
694,0,"New Joiners — Lower tenure, lower income"
265,0,"New Joiners — Lower tenure, lower income"
450,0,"New Joiners — Lower tenure, lower income"
581,0,"New Joiners — Lower tenure, lower income"
784,0,"New Joiners — Lower tenure, lower income"
21,1,"Tenured Employees — Higher tenure, higher income"
443,0,"New Joiners — Lower tenure, lower income"
822,0,"New Joiners — Lower tenure, lower income"
747,0,"New Joiners — Lower tenure, lower income"
297,0,"New Joiners — Lower tenure, lower income"
500,1,"Tenured Employees — Higher tenure, higher income"
573,0,"New Joiners — Lower tenure, lower income"
262,1,"Tenured Employees — Higher tenure, higher income"
805,1,"Tenured Employees — Higher tenure, higher income"
866,0,"New Joiners — Lower tenure, lower income"
683,0,"New Joiners — Lower tenure, lower income"
558,0,"New Joiners — Lower tenure, lower income"
612,0,"New Joiners — Lower tenure, lower income"
622,1,"Tenured Employees — Higher tenure, higher income"
529,0,"New Joiners — Lower tenure, lower income"
882,0,"New Joiners — Lower tenure, lower income"
189,0,"New Joiners — Lower tenure, lower income"
252,0,"New Joiners — Lower tenure, lower income"
102,0,"New Joiners — Lower tenure, lower income"
946,0,"New Joiners — Lower tenure, lower income"
398,0,"New Joiners — Lower tenure, lower income"
888,1,"Tenured Employees — Higher tenure, higher income"
566,0,"New Joiners — Lower tenure, lower income"
668,0,"New Joiners — Lower tenure, lower income"
996,0,"New Joiners — Lower tenure, lower income"
772,1,"Tenured Employees — Higher tenure, higher income"
331,0,"New Joiners — Lower tenure, lower income"
599,0,"New Joiners — Lower tenure, lower income"
735,1,"Tenured Employees — Higher tenure, higher income"
366,0,"New Joiners — Lower tenure, lower income"
282,1,"Tenured Employees — Higher tenure, higher income"
867,0,"New Joiners — Lower tenure, lower income"
782,0,"New Joiners — Lower tenure, lower income"
814,0,"New Joiners — Lower tenure, lower income"
854,0,"New Joiners — Lower tenure, lower income"
464,0,"New Joiners — Lower tenure, lower income"
208,0,"New Joiners — Lower tenure, lower income"
514,1,"Tenured Employees — Higher tenure, higher income"
219,0,"New Joiners — Lower tenure, lower income"
240,0,"New Joiners — Lower tenure, lower income"
964,1,"Tenured Employees — Higher tenure, higher income"
356,1,"Tenured Employees — Higher tenure, higher income"
565,0,"New Joiners — Lower tenure, lower income"
193,0,"New Joiners — Lower tenure, lower income"
281,0,"New Joiners — Lower tenure, lower income"
192,0,"New Joiners — Lower tenure, lower income"
408,0,"New Joiners — Lower tenure, lower income"
431,0,"New Joiners — Lower tenure, lower income"
686,0,"New Joiners — Lower tenure, lower income"
133,1,"Tenured Employees — Higher tenure, higher income"
708,0,"New Joiners — Lower tenure, lower income"
524,0,"New Joiners — Lower tenure, lower income"
253,1,"Tenured Employees — Higher tenure, higher income"
721,0,"New Joiners — Lower tenure, lower income"
552,0,"New Joiners — Lower tenure, lower income"
264,0,"New Joiners — Lower tenure, lower income"
71,0,"New Joiners — Lower tenure, lower income"
273,1,"Tenured Employees — Higher tenure, higher income"
113,1,"Tenured Employees — Higher tenure, higher income"
328,0,"New Joiners — Lower tenure, lower income"
116,0,"New Joiners — Lower tenure, lower income"
324,0,"New Joiners — Lower tenure, lower income"
38,1,"Tenured Employees — Higher tenure, higher income"
868,0,"New Joiners — Lower tenure, lower income"
424,0,"New Joiners — Lower tenure, lower income"
906,0,"New Joiners — Lower tenure, lower income"
835,0,"New Joiners — Lower tenure, lower income"
948,1,"Tenured Employees — Higher tenure, higher income"
516,0,"New Joiners — Lower tenure, lower income"
531,1,"Tenured Employees — Higher tenure, higher income"
603,1,"Tenured Employees — Higher tenure, higher income"
755,0,"New Joiners — Lower tenure, lower income"
654,1,"Tenured Employees — Higher tenure, higher income"
279,0,"New Joiners — Lower tenure, lower income"
840,1,"Tenured Employees — Higher tenure, higher income"
695,1,"Tenured Employees — Higher tenure, higher income"
3,0,"New Joiners — Lower tenure, lower income"
230,1,"Tenured Employees — Higher tenure, higher income"
504,1,"Tenured Employees — Higher tenure, higher income"
991,1,"Tenured Employees — Higher tenure, higher income"
869,0,"New Joiners — Lower tenure, lower income"
915,1,"Tenured Employees — Higher tenure, higher income"
619,0,"New Joiners — Lower tenure, lower income"
200,0,"New Joiners — Lower tenure, lower income"
917,0,"New Joiners — Lower tenure, lower income"
955,0,"New Joiners — Lower tenure, lower income"
438,0,"New Joiners — Lower tenure, lower income"
656,0,"New Joiners — Lower tenure, lower income"
66,0,"New Joiners — Lower tenure, lower income"
308,0,"New Joiners — Lower tenure, lower income"
41,0,"New Joiners — Lower tenure, lower income"
591,0,"New Joiners — Lower tenure, lower income"
795,0,"New Joiners — Lower tenure, lower income"
697,0,"New Joiners — Lower tenure, lower income"
505,0,"New Joiners — Lower tenure, lower income"
542,1,"Tenured Employees — Higher tenure, higher income"
50,1,"Tenured Employees — Higher tenure, higher income"
604,1,"Tenured Employees — Higher tenure, higher income"
274,0,"New Joiners — Lower tenure, lower income"
745,0,"New Joiners — Lower tenure, lower income"
702,0,"New Joiners — Lower tenure, lower income"
687,1,"Tenured Employees — Higher tenure, higher income"
178,0,"New Joiners — Lower tenure, lower income"
301,1,"Tenured Employees — Higher tenure, higher income"
354,0,"New Joiners — Lower tenure, lower income"
203,1,"Tenured Employees — Higher tenure, higher income"
237,0,"New Joiners — Lower tenure, lower income"
150,0,"New Joiners — Lower tenure, lower income"
448,0,"New Joiners — Lower tenure, lower income"
218,0,"New Joiners — Lower tenure, lower income"
723,0,"New Joiners — Lower tenure, lower income"
474,0,"New Joiners — Lower tenure, lower income"
653,0,"New Joiners — Lower tenure, lower income"
303,0,"New Joiners — Lower tenure, lower income"
914,0,"New Joiners — Lower tenure, lower income"
978,1,"Tenured Employees — Higher tenure, higher income"
717,1,"Tenured Employees — Higher tenure, higher income"
986,0,"New Joiners — Lower tenure, lower income"
389,0,"New Joiners — Lower tenure, lower income"
479,0,"New Joiners — Lower tenure, lower income"
492,0,"New Joiners — Lower tenure, lower income"
423,0,"New Joiners — Lower tenure, lower income"
388,0,"New Joiners — Lower tenure, lower income"
860,1,"Tenured Employees — Higher tenure, higher income"
391,0,"New Joiners — Lower tenure, lower income"
535,1,"Tenured Employees — Higher tenure, higher income"
353,0,"New Joiners — Lower tenure, lower income"
194,0,"New Joiners — Lower tenure, lower income"
770,1,"Tenured Employees — Higher tenure, higher income"
890,0,"New Joiners — Lower tenure, lower income"
481,1,"Tenured Employees — Higher tenure, higher income"
56,1,"Tenured Employees — Higher tenure, higher income"
117,1,"Tenured Employees — Higher tenure, higher income"
97,1,"Tenured Employees — Higher tenure, higher income"
142,0,"New Joiners — Lower tenure, lower income"
958,0,"New Joiners — Lower tenure, lower income"
918,0,"New Joiners — Lower tenure, lower income"
636,1,"Tenured Employees — Higher tenure, higher income"
598,0,"New Joiners — Lower tenure, lower income"
674,0,"New Joiners — Lower tenure, lower income"
121,1,"Tenured Employees — Higher tenure, higher income"
811,0,"New Joiners — Lower tenure, lower income"
930,0,"New Joiners — Lower tenure, lower income"
63,1,"Tenured Employees — Higher tenure, higher income"
809,0,"New Joiners — Lower tenure, lower income"
819,0,"New Joiners — Lower tenure, lower income"
454,0,"New Joiners — Lower tenure, lower income"
780,0,"New Joiners — Lower tenure, lower income"
415,0,"New Joiners — Lower tenure, lower income"
4,0,"New Joiners — Lower tenure, lower income"
59,1,"Tenured Employees — Higher tenure, higher income"
224,1,"Tenured Employees — Higher tenure, higher income"
222,1,"Tenured Employees — Higher tenure, higher income"
466,0,"New Joiners — Lower tenure, lower income"
53,0,"New Joiners — Lower tenure, lower income"
486,0,"New Joiners — Lower tenure, lower income"
709,0,"New Joiners — Lower tenure, lower income"
156,0,"New Joiners — Lower tenure, lower income"
707,0,"New Joiners — Lower tenure, lower income"
249,0,"New Joiners — Lower tenure, lower income"
442,1,"Tenured Employees — Higher tenure, higher income"
904,1,"Tenured Employees — Higher tenure, higher income"
569,0,"New Joiners — Lower tenure, lower income"
925,0,"New Joiners — Lower tenure, lower income"
292,1,"Tenured Employees — Higher tenure, higher income"
382,1,"Tenured Employees — Higher tenure, higher income"
952,1,"Tenured Employees — Higher tenure, higher income"
762,0,"New Joiners — Lower tenure, lower income"
963,0,"New Joiners — Lower tenure, lower income"
506,0,"New Joiners — Lower tenure, lower income"
815,0,"New Joiners — Lower tenure, lower income"
861,1,"Tenured Employees — Higher tenure, higher income"
341,0,"New Joiners — Lower tenure, lower income"
155,0,"New Joiners — Lower tenure, lower income"
916,0,"New Joiners — Lower tenure, lower income"
777,0,"New Joiners — Lower tenure, lower income"
838,0,"New Joiners — Lower tenure, lower income"
323,0,"New Joiners — Lower tenure, lower income"
643,0,"New Joiners — Lower tenure, lower income"
624,1,"Tenured Employees — Higher tenure, higher income"
83,1,"Tenured Employees — Higher tenure, higher income"
621,1,"Tenured Employees — Higher tenure, higher income"
465,1,"Tenured Employees — Higher tenure, higher income"
761,1,"Tenured Employees — Higher tenure, higher income"
334,0,"New Joiners — Lower tenure, lower income"
11,1,"Tenured Employees — Higher tenure, higher income"
471,0,"New Joiners — Lower tenure, lower income"
33,1,"Tenured Employees — Higher tenure, higher income"
934,0,"New Joiners — Lower tenure, lower income"
383,0,"New Joiners — Lower tenure, lower income"
726,1,"Tenured Employees — Higher tenure, higher income"
631,0,"New Joiners — Lower tenure, lower income"
959,0,"New Joiners — Lower tenure, lower income"
968,0,"New Joiners — Lower tenure, lower income"
379,1,"Tenured Employees — Higher tenure, higher income"
90,0,"New Joiners — Lower tenure, lower income"
214,0,"New Joiners — Lower tenure, lower income"
987,0,"New Joiners — Lower tenure, lower income"
134,0,"New Joiners — Lower tenure, lower income"
347,0,"New Joiners — Lower tenure, lower income"
8,0,"New Joiners — Lower tenure, lower income"
658,0,"New Joiners — Lower tenure, lower income"
321,0,"New Joiners — Lower tenure, lower income"
832,0,"New Joiners — Lower tenure, lower income"
188,0,"New Joiners — Lower tenure, lower income"
553,0,"New Joiners — Lower tenure, lower income"
305,0,"New Joiners — Lower tenure, lower income"
32,1,"Tenured Employees — Higher tenure, higher income"
652,1,"Tenured Employees — Higher tenure, higher income"
241,0,"New Joiners — Lower tenure, lower income"
880,0,"New Joiners — Lower tenure, lower income"
175,0,"New Joiners — Lower tenure, lower income"
246,0,"New Joiners — Lower tenure, lower income"
57,0,"New Joiners — Lower tenure, lower income"
799,0,"New Joiners — Lower tenure, lower income"
146,1,"Tenured Employees — Higher tenure, higher income"
91,1,"Tenured Employees — Higher tenure, higher income"
393,0,"New Joiners — Lower tenure, lower income"
311,1,"Tenured Employees — Higher tenure, higher income"
360,1,"Tenured Employees — Higher tenure, higher income"
94,1,"Tenured Employees — Higher tenure, higher income"
738,0,"New Joiners — Lower tenure, lower income"
377,0,"New Joiners — Lower tenure, lower income"
244,0,"New Joiners — Lower tenure, lower income"
875,0,"New Joiners — Lower tenure, lower income"
88,1,"Tenured Employees — Higher tenure, higher income"
215,0,"New Joiners — Lower tenure, lower income"
445,0,"New Joiners — Lower tenure, lower income"
174,0,"New Joiners — Lower tenure, lower income"
426,1,"Tenured Employees — Higher tenure, higher income"
823,1,"Tenured Employees — Higher tenure, higher income"
119,0,"New Joiners — Lower tenure, lower income"
120,0,"New Joiners — Lower tenure, lower income"
677,0,"New Joiners — Lower tenure, lower income"
1,0,"New Joiners — Lower tenure, lower income"
395,0,"New Joiners — Lower tenure, lower income"
402,1,"Tenured Employees — Higher tenure, higher income"
405,0,"New Joiners — Lower tenure, lower income"
657,1,"Tenured Employees — Higher tenure, higher income"
664,0,"New Joiners — Lower tenure, lower income"
163,0,"New Joiners — Lower tenure, lower income"
115,0,"New Joiners — Lower tenure, lower income"
151,1,"Tenured Employees — Higher tenure, higher income"
626,1,"Tenured Employees — Higher tenure, higher income"
628,1,"Tenured Employees — Higher tenure, higher income"
774,0,"New Joiners — Lower tenure, lower income"
544,0,"New Joiners — Lower tenure, lower income"
478,0,"New Joiners — Lower tenure, lower income"
533,1,"Tenured Employees — Higher tenure, higher income"
513,0,"New Joiners — Lower tenure, lower income"
259,1,"Tenured Employees — Higher tenure, higher income"
625,1,"Tenured Employees — Higher tenure, higher income"
898,0,"New Joiners — Lower tenure, lower income"
136,0,"New Joiners — Lower tenure, lower income"
617,0,"New Joiners — Lower tenure, lower income"
982,0,"New Joiners — Lower tenure, lower income"
704,1,"Tenured Employees — Higher tenure, higher income"
593,0,"New Joiners — Lower tenure, lower income"
