Employee_ID,Education_Level,Age,Years_At_Company,Monthly_Income,Performance_Score,Join_Date,Attrition,Department_Finance,Department_HR,Department_Marketing,Department_Sales,Job_Role_Accountant,Job_Role_Content Specialist,Job_Role_Finance Manager,Job_Role_Financial Analyst,Job_Role_HR Manager,Job_Role_HR Specialist,Job_Role_Marketing Analyst,Job_Role_Marketing Manager,Job_Role_QA Engineer,Job_Role_Recruiter,Job_Role_Sales Executive,Job_Role_Sales Manager,Job_Role_Senior Engineer,Job_Role_Software Engineer,Monthly_Income_Predictions,Subtraction_scaled,Pay_Flag,Attrition_Probability,Attrition_Risk_Flag,High_Potential_Flag,Segment_ID,Segment_Label
510,1,29,0,2590.3,97.0,2024-11-09,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3073.749727311567,-0.5781551680450211,Fair,0.3165188327287199,Medium,0,0,"New Joiners — Lower tenure, lower income"
55,1,38,2,3663.41,60.0,2022-03-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3507.544004478951,0.1863993828977811,Fair,0.4053056665577888,Medium,1,0,"New Joiners — Lower tenure, lower income"
802,2,34,4,5443.74,73.0,2020-11-24,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4788.73349115064,0.7833190853168661,Fair,0.1499342136518965,Low,0,0,"New Joiners — Lower tenure, lower income"
714,4,21,0,6519.52,64.0,2024-03-08,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5650.517949822822,1.0392353081789285,Fair,0.2076346809694623,Low,0,0,"New Joiners — Lower tenure, lower income"
543,2,37,2,4255.01,68.0,2022-05-22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4351.222082749688,-0.1150595599245382,Fair,0.2570612415053326,Low,0,0,"New Joiners — Lower tenure, lower income"
768,2,31,2,4932.27,100.0,2022-05-25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4538.366843254003,0.4710668615915428,Fair,0.2991751537614664,Low,1,0,"New Joiners — Lower tenure, lower income"
147,2,34,4,4764.062,69.0,2020-04-14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4785.194695109265,-0.0252724868831442,Fair,0.1427384669260089,Low,0,0,"New Joiners — Lower tenure, lower income"
837,3,39,3,6223.34,84.0,2021-04-12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5469.506958518437,0.9015052530886704,Fair,0.1646713894092115,Low,0,1,"Tenured Employees — Higher tenure, higher income"
488,3,39,4,6656.28,58.0,2020-09-21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5815.483912245622,1.0055039354566584,Fair,0.2647450756380985,Low,0,1,"Tenured Employees — Higher tenure, higher income"
874,2,32,1,2481.5800000000004,62.0,2023-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4129.783953044342,-1.971079058713993,Fair,0.3272986780230033,Medium,0,0,"New Joiners — Lower tenure, lower income"
949,1,21,2,3293.4,64.0,2022-01-05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3505.613988228478,-0.2537856722104809,Fair,0.189059449214392,Low,0,0,"New Joiners — Lower tenure, lower income"
719,3,38,0,5076.62,78.0,2024-10-17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4903.854772598721,0.2066090917787411,Fair,0.3621628724759057,Medium,0,0,"New Joiners — Lower tenure, lower income"
35,2,35,1,4700.66,85.0,2023-01-17,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4146.5146030238775,0.6626997741662393,Fair,0.3401141171656351,Medium,0,0,"New Joiners — Lower tenure, lower income"
172,2,36,1,3729.38,81.0,2023-03-21,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4122.343518150903,-0.4699431523842381,Fair,0.2580594137186987,Low,0,0,"New Joiners — Lower tenure, lower income"
396,2,21,9,7267.35,63.0,2015-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5931.650021870966,1.597357081174316,Fair,0.132774938254056,Low,0,1,"Tenured Employees — Higher tenure, higher income"
369,2,27,0,3651.04,80.0,2024-11-27,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3925.352768797856,-0.3280493006442639,Fair,0.3339297359938016,Medium,0,0,"New Joiners — Lower tenure, lower income"
362,2,37,4,4259.49,71.4,2020-10-27,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4784.634986477216,-0.6280183248693104,Fair,0.7642357138372347,High,1,0,"New Joiners — Lower tenure, lower income"
329,2,36,1,3295.63,71.0,2023-07-20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4318.991530835474,-1.2238330573091585,Fair,0.3499423710122168,Medium,0,0,"New Joiners — Lower tenure, lower income"
684,2,41,6,6256.33,82.0,2018-07-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5238.221419362962,1.2175510798187643,Fair,0.1243940595713456,Low,0,1,"Tenured Employees — Higher tenure, higher income"
257,3,37,11,9446.36,76.4,2013-04-18,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7366.15624405344,2.487705513405083,Underpaid,0.1027021455406842,Low,0,1,"Tenured Employees — Higher tenure, higher income"
1000,3,40,0,3992.95,51.0,2024-11-25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4707.32981086238,-0.8543233272545241,Fair,0.8487827481503777,High,1,0,"New Joiners — Lower tenure, lower income"
180,3,43,0,5806.0,72.0,2024-03-17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4723.225503822725,1.2948847324280173,Fair,0.8680674951405334,High,1,0,"New Joiners — Lower tenure, lower income"
919,1,29,0,5928.328,69.0,2024-03-07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3225.946345829073,3.231765023588616,Underpaid,0.5050922859517019,Medium,1,0,"New Joiners — Lower tenure, lower income"
586,2,37,2,5695.2,85.0,2022-04-10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4368.6189147119285,1.5864518417564155,Fair,0.3289900020900129,Medium,0,0,"New Joiners — Lower tenure, lower income"
165,2,38,8,6469.49,61.0,2016-02-11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5875.606667575894,0.7102221771148395,Fair,0.179338559124237,Low,1,1,"Tenured Employees — Higher tenure, higher income"
850,3,40,6,5752.89,61.0,2018-08-18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6119.943460106144,-0.4389574404959987,Fair,0.1060088006019954,Low,0,1,"Tenured Employees — Higher tenure, higher income"
957,2,43,0,3470.17,69.0,2024-07-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3902.246260648907,-0.5167178901369843,Fair,0.4289085722276717,Medium,0,0,"New Joiners — Lower tenure, lower income"
467,2,21,3,3308.2,47.0,2023-06-12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4553.464621468858,-1.4892058797705363,Fair,0.752721697064758,High,1,0,"New Joiners — Lower tenure, lower income"
373,2,49,1,3544.52,73.0,2023-12-06,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4097.520892433711,-0.6613310667729682,Fair,0.300799141437621,Medium,0,0,"New Joiners — Lower tenure, lower income"
602,2,28,1,3805.73,58.0,2023-08-25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4126.531082224239,-0.383644447652876,Fair,0.265045033235198,Low,0,0,"New Joiners — Lower tenure, lower income"
485,3,36,0,3663.35,78.0,2024-10-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4755.466400231629,-1.306056669866974,Fair,0.3306334975533614,Medium,0,0,"New Joiners — Lower tenure, lower income"
14,3,30,2,7016.19,86.0,2022-08-27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5195.023502132593,2.177924121433881,Underpaid,0.8000581242163195,High,1,1,"Tenured Employees — Higher tenure, higher income"
749,3,37,0,5402.94,73.0,2024-05-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4750.14857642762,0.7806700756511276,Fair,0.3815393353682433,Medium,0,0,"New Joiners — Lower tenure, lower income"
317,1,39,10,5125.66,67.4,2014-12-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5277.549041008821,-0.1816433624174085,Fair,0.1086517842927218,Low,0,1,"Tenured Employees — Higher tenure, higher income"
456,2,23,0,3527.11,76.0,2024-08-06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3923.034338979249,-0.4734839835541773,Fair,0.2672048397263045,Low,0,0,"New Joiners — Lower tenure, lower income"
141,2,43,20,7203.27,80.0,2005-04-08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8369.164932534572,-1.3942880563627869,Fair,0.1898964081846339,Low,1,1,"Tenured Employees — Higher tenure, higher income"
217,4,43,8,7754.65,79.0,2016-07-16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7565.0547004478,0.2267360928771497,Fair,0.1220750438540641,Low,0,1,"Tenured Employees — Higher tenure, higher income"
490,1,41,0,3295.19,80.0,2024-12-13,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3054.0966589628792,0.2883223492067888,Fair,0.3688451577719016,Medium,1,0,"New Joiners — Lower tenure, lower income"
306,2,30,0,3913.6,75.0,2024-08-24,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4069.357758362432,-0.1862699426083497,Fair,0.3767888290677927,Medium,0,0,"New Joiners — Lower tenure, lower income"
659,2,24,4,4962.91,98.0,2020-09-18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4819.794253932147,0.1711514218404416,Fair,0.7211137773387927,High,1,0,"New Joiners — Lower tenure, lower income"
956,2,39,2,4966.18,68.0,2022-10-06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4349.433425245104,0.737564216969364,Fair,0.2780386557502151,Low,0,0,"New Joiners — Lower tenure, lower income"
583,2,35,7,4746.41,74.0,2017-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5662.497014999195,-1.0955439876779298,Fair,0.1052085544093541,Low,0,1,"Tenured Employees — Higher tenure, higher income"
900,3,45,2,4629.46,82.0,2022-05-17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5178.069774806847,-0.6560797506462986,Fair,0.7979021958128799,High,1,0,"New Joiners — Lower tenure, lower income"
661,2,38,2,4009.982,64.0,2022-08-18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4500.257377615589,-0.5863179299116653,Fair,0.3310890333529862,Medium,0,0,"New Joiners — Lower tenure, lower income"
409,1,33,6,4193.69,63.0,2018-10-17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4406.950232254083,-0.2550368703315427,Fair,0.173432820225565,Low,1,0,"New Joiners — Lower tenure, lower income"
100,2,50,1,4243.07,64.0,2023-05-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4296.87727845558,-0.0643478615460728,Fair,0.3096111742982193,Medium,0,0,"New Joiners — Lower tenure, lower income"
786,2,50,9,6458.52,70.0,2015-11-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6093.329226058717,0.4367298632075634,Fair,0.1103233802523445,Low,0,1,"Tenured Employees — Higher tenure, higher income"
154,1,42,2,2873.64,71.0,2022-12-18,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3493.0259775027635,-0.7407206658264512,Fair,0.2875343639889045,Low,0,0,"New Joiners — Lower tenure, lower income"
47,3,25,12,7633.42,55.0,2012-02-08,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7486.696426808586,0.1754660046792805,Fair,0.057710468590586,Low,0,1,"Tenured Employees — Higher tenure, higher income"
5,3,56,2,5659.42,80.0,2024-07-25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5183.843771803863,0.5687392889018115,Fair,0.2756901190141695,Low,0,0,"New Joiners — Lower tenure, lower income"
173,3,38,2,4876.5,58.0,2022-07-07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5180.478311117548,-0.3635261778376072,Fair,0.2247705042231235,Low,0,0,"New Joiners — Lower tenure, lower income"
966,2,30,7,6996.87,77.0,2017-08-07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5638.37794073156,1.6246140197075687,Fair,0.1836369372591781,Low,1,1,"Tenured Employees — Higher tenure, higher income"
927,2,42,0,4490.99,57.0,2024-05-17,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3871.851800196272,0.7404243496861568,Fair,0.2884189764800805,Low,0,0,"New Joiners — Lower tenure, lower income"
223,1,44,0,2784.64,80.0,2024-04-08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3222.2631036584817,-0.5233513326050433,Fair,0.4667107147380477,Medium,0,0,"New Joiners — Lower tenure, lower income"
998,2,43,0,4061.57,87.0,2024-10-23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3897.498441754291,0.1962123752896925,Fair,0.8738410998722702,High,1,0,"New Joiners — Lower tenure, lower income"
260,2,31,1,4066.44,73.0,2023-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4180.146413814131,-0.1359809450138304,Fair,0.2206809951547336,Low,0,0,"New Joiners — Lower tenure, lower income"
559,4,27,10,8586.79,80.0,2014-06-06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7839.92060638498,0.8931774606108973,Fair,0.0526234382340771,Low,0,1,"Tenured Employees — Higher tenure, higher income"
233,2,42,5,4501.98,77.0,2019-05-10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5026.391637659226,-0.6271413165990648,Fair,0.1741283267542782,Low,0,0,"New Joiners — Lower tenure, lower income"
109,2,47,1,4961.88,54.0,2023-06-22,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4082.500268741764,1.0516459263060742,Fair,0.4582210569748033,Medium,0,0,"New Joiners — Lower tenure, lower income"
855,2,31,1,4300.904,82.0,2023-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4148.372262003507,0.1824119606064614,Fair,0.3502822648759224,Medium,0,0,"New Joiners — Lower tenure, lower income"
981,3,48,0,4435.48,91.0,2024-05-20,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4735.563141257798,-0.3588679632237516,Fair,0.2228794717776583,Low,0,0,"New Joiners — Lower tenure, lower income"
99,3,41,6,5579.88,78.0,2021-01-06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6244.529601497652,-0.7948512127245076,Fair,0.1691408596104676,Low,0,1,"Tenured Employees — Higher tenure, higher income"
766,3,29,2,5924.22,50.0,2022-07-12,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5239.765924821359,0.8185352860877281,Fair,0.2649011318344983,Low,0,0,"New Joiners — Lower tenure, lower income"
834,3,28,0,5443.1,79.0,2024-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4944.927574192103,0.5957619712809177,Fair,0.2356825559193661,Low,0,0,"New Joiners — Lower tenure, lower income"
221,1,28,7,4989.51,70.0,2017-10-13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4618.007967133019,0.4442774669368152,Fair,0.1390768992580931,Low,1,1,"Tenured Employees — Higher tenure, higher income"
358,1,25,8,5999.14,74.0,2016-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4874.913879559358,1.3444565274624185,Fair,0.1809657094644204,Low,0,1,"Tenured Employees — Higher tenure, higher income"
972,3,36,2,5678.76,70.0,2022-02-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5377.596591465946,0.3601598495841194,Fair,0.2027209747126818,Low,0,0,"New Joiners — Lower tenure, lower income"
25,2,29,8,5688.87,70.0,2016-06-19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5856.97234560408,-0.2010327742078837,Fair,0.1408415119984648,Low,0,1,"Tenured Employees — Higher tenure, higher income"
993,2,44,1,3872.68,71.0,2023-05-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4308.436144041735,-0.521118644716365,Fair,0.2767701205114871,Low,0,0,"New Joiners — Lower tenure, lower income"
682,1,24,0,2277.6500000000005,60.0,2024-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3112.01511152948,-0.9978131623939128,Fair,0.2641683411680193,Low,0,0,"New Joiners — Lower tenure, lower income"
385,2,32,1,3441.67,84.0,2023-11-18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4128.5749301911,-0.8214662516287808,Fair,0.8213208809895883,High,1,0,"New Joiners — Lower tenure, lower income"
95,2,38,0,3512.89,70.0,2024-10-03,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3880.811442485252,-0.439995456384526,Fair,0.3260949931580426,Medium,0,0,"New Joiners — Lower tenure, lower income"
771,2,21,1,4517.51,83.0,2023-07-22,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4157.26580753527,0.4308142705755665,Fair,0.2915869625967675,Low,0,0,"New Joiners — Lower tenure, lower income"
452,2,45,7,4285.51,40.0,2017-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5442.052116192797,-1.383103068972593,Fair,0.2029872033877318,Low,0,0,"New Joiners — Lower tenure, lower income"
26,3,34,1,3541.41,77.0,2023-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5161.685172850301,-1.9376791668655244,Fair,0.1869443812015531,Low,0,0,"New Joiners — Lower tenure, lower income"
114,3,45,1,5817.87,95.0,2022-06-26,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4959.559132894028,1.0264497745526986,Fair,0.3625664154697812,Medium,0,0,"New Joiners — Lower tenure, lower income"
126,4,28,0,6601.62,65.0,2024-01-12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5569.445089258279,1.2343729353003547,Fair,0.8131810957297166,High,1,0,"New Joiners — Lower tenure, lower income"
61,2,56,0,2881.73,61.0,2024-12-02,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3882.6079537848736,-1.19694505730918,Fair,0.435893443964744,Medium,0,0,"New Joiners — Lower tenure, lower income"
434,3,28,3,4855.43,79.0,2021-11-25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5490.209494066252,-0.7591296971130312,Fair,0.1896675111534465,Low,0,0,"New Joiners — Lower tenure, lower income"
296,3,29,5,7022.31,70.0,2019-05-10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5913.850398281809,1.3256014247154289,Fair,0.118125609684048,Low,0,1,"Tenured Employees — Higher tenure, higher income"
245,2,41,0,3712.146,100.0,2024-03-20,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3910.788186393343,-0.2375552206714947,Fair,0.2367592752345174,Low,0,0,"New Joiners — Lower tenure, lower income"
681,4,52,4,8960.84,90.0,2020-06-26,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6671.165554020421,2.738210488700058,Underpaid,0.269214237289001,Low,0,1,"Tenured Employees — Higher tenure, higher income"
76,2,21,2,4903.51,87.0,2022-07-03,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4358.840852835318,0.6513671732924381,Fair,0.2919151155240366,Low,0,0,"New Joiners — Lower tenure, lower income"
899,2,25,6,2901.76,73.0,2023-08-25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5415.417819259008,-3.006071111019123,Overpaid,0.1411051429086417,Low,0,0,"New Joiners — Lower tenure, lower income"
427,1,25,3,5100.42,97.0,2021-10-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3775.797110834092,1.5841100445764482,Fair,0.3189317679607018,Medium,1,0,"New Joiners — Lower tenure, lower income"
716,1,30,2,3888.19,67.0,2022-12-27,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3575.916384797732,0.3734464914837779,Fair,0.3328784843315333,Medium,1,0,"New Joiners — Lower tenure, lower income"
418,2,32,5,6136.66,88.0,2019-09-23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5027.685603003013,1.3262170658754229,Fair,0.7407281694031002,High,1,1,"Tenured Employees — Higher tenure, higher income"
910,2,44,2,3936.0300000000007,64.0,2022-02-15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4341.422985442272,-0.4848074916207353,Fair,0.2741763429972227,Low,0,0,"New Joiners — Lower tenure, lower income"
390,3,33,0,4200.99,64.0,2024-02-25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4744.829159342196,-0.6503745949086359,Fair,0.3153105163203196,Medium,0,0,"New Joiners — Lower tenure, lower income"
54,3,26,3,5569.77,75.0,2021-10-23,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5406.64333736596,0.1950823792419392,Fair,0.2355958477192913,Low,0,0,"New Joiners — Lower tenure, lower income"
844,2,21,5,5051.16,66.0,2019-10-21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5223.554843838664,-0.2061661518849166,Fair,0.1995504317261002,Low,0,0,"New Joiners — Lower tenure, lower income"
351,2,25,0,3603.93,80.0,2024-08-09,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3901.284706368478,-0.3556050412634749,Fair,0.3629157044164706,Medium,0,0,"New Joiners — Lower tenure, lower income"
472,2,44,1,4143.85,67.0,2023-04-02,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4273.6525329402375,-0.155230215274002,Fair,0.3961127068797945,Medium,0,0,"New Joiners — Lower tenure, lower income"
532,4,52,2,7035.25,75.0,2022-08-09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6004.61412769199,1.2325324067531205,Fair,0.8128039796986493,High,0,1,"Tenured Employees — Higher tenure, higher income"
644,1,36,16,6919.47,74.0,2008-06-14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6806.3970466969,0.1352233926820887,Fair,0.0580011768418146,Low,0,1,"Tenured Employees — Higher tenure, higher income"
404,3,27,0,4935.97,51.0,2024-02-22,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4738.6940447214765,0.2359213515530476,Fair,0.3237516970926844,Medium,0,0,"New Joiners — Lower tenure, lower income"
907,1,21,0,3354.65,73.0,2024-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3126.1991849208225,0.2732032141513715,Fair,0.2679916545903952,Low,0,0,"New Joiners — Lower tenure, lower income"
493,2,39,4,4749.94,60.0,2020-06-04,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4766.642000400061,-0.0199738407169733,Fair,0.2160861959558952,Low,0,0,"New Joiners — Lower tenure, lower income"
376,2,23,1,3106.69,69.0,2024-12-15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4328.848406594575,-1.4615732702377642,Fair,0.3037282667865095,Medium,0,0,"New Joiners — Lower tenure, lower income"
